,Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Cluster 13,Cluster 14,Cluster 15,Cluster 16,Cluster 17,Cluster 18,Cluster 19,Cluster 20,Cluster 21,Cluster 22,Cluster 23,Cluster 24,Cluster 25,Cluster 26,Cluster 27,Cluster 28,Cluster 29
4059,,,,,,,,,,,,,,,,,,,Towelhead,,,,,,,,,,,
4060,,,,,,,,,Terms of Endearment,,,,,,,,,,,,,,,,,,,,,
4061,,,,,,,,,Continental Divide,,,,,,,,,,,,,,,,,,,,,
4062,,,,,,,,,,,,,,,,,,,,,,,,,,Twelve,,,,
4063,,,,The Thief,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Mountain,
4065,,,,,,,,,,,,,,,,,,,,Kingdom Come,,,,,,,,,,
4066,,,,,,,,,,,,,,Jawbreaker,,,,,,,,,,,,,,,,
4067,,,,,,,,,Kissing Jessica Stein,,,,,,,,,,,,,,,,,,,,,
4068,,,,,,,,,,,,,,,A Far Off Place,,,,,,,,,,,,,,,
4069,,,,,,,,,,,,,Dark City,,,,,,,,,,,,,,,,,
4070,,,,,,,,,,,,,,,,,,,,,,,,Blood Rain,,,,,,
4071,,,Rob-B-Hood,,,,,,,,,,,,,,,,,,,,,,,,,,,
4072,,,,,,,,Run Lola Run,,,,,,,,,,,,,,,,,,,,,,
4073,,,,,,,,,,,,,,,,,,,What's the Worst That Could Happen?,,,,,,,,,,,
4074,,,,,,,,,,,,,,,,,,,,,,,,,,,Savages,,,
4075,,,,,,,,,,,,,,School Ties,,,,,,,,,,,,,,,,
4076,,,,,,,,,,,,,,,,,,,,,,,,,The Eagle of the Ninth,,,,,
4077,,,,,,The Warrior,,,,,,,,,,,,,,,,,,,,,,,,
4078,,,,,,,,,,,,,,,The Beast,,,,,,,,,,,,,,,
4079,,,,,,,,,,,,,,,,,,,,,Everybody's All-American,,,,,,,,,
4080,,,,,,,,,,,,,,,Shutter,,,,,,,,,,,,,,,
4081,,,,,,,,,,,,,,,Drillbit Taylor,,,,,,,,,,,,,,,
4082,,,,,,,,,EdTV,,,,,,,,,,,,,,,,,,,,,
4083,High Heels and Low Lifes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Code Name: Wild Geese,
4085,,,,,Gymkata,,,,,,,,,,,,,,,,,,,,,,,,,
4086,,,,,,,,,,,,,,,Fanboys,,,,,,,,,,,,,,,
4087,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Marshals,,,
4088,,,,,,,,,,,,,,,,,,,,,,,,D-Tox,,,,,,
4089,,,,,,,,,,,,,,,,,,,,,Blow Dry,,,,,,,,,
4090,,,,,,,,,,,,,,,Eight Legged Freaks,,,,,,,,,,,,,,,
4091,,,,,,,,,,,,,,,The NeverEnding Story,,,,,,,,,,,,,,,
4092,,,,,,,,,,,,,,,The Great Mouse Detective,,,,,,,,,,,,,,,
4093,,,,,,,,,,,,,,,,,,,,,,,,Compulsion,,,,,,
4094,,Buffy the Vampire Slayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4095,,,,,,,,,,,,,,,,,,,,,,,The Badlanders,,,,,,,
4096,,,,,,,,,My Life Without Me,,,,,,,,,,,,,,,,,,,,,
4097,,,,,,,,,All I Want for Christmas,,,,,,,,,,,,,,,,,,,,,
4098,,,,,,,,,Roger Dodger,,,,,,,,,,,,,,,,,,,,,
4099,,,,,,,,,,Color of Night,,,,,,,,,,,,,,,,,,,,
4100,,,,,,Down Periscope,,,,,,,,,,,,,,,,,,,,,,,,
4101,,,,,,,,,,,,,,,Demetrius and the Gladiators,,,,,,,,,,,,,,,
4102,,,,,,,,,,,,,,,,,,,,,,,,Out of the Dark,,,,,,
4103,,,,The Story of Vernon and Irene Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,,,,Southland Tales,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,,,,,,,,,,,,,,,Wizards,,,,,,,,,,,,,,,
4106,,,,,,,,,,,,,,,,,,,,,,,Hang 'Em High,,,,,,,
4107,,,,,,,,,,,,,,,The Stunt Man,,,,,,,,,,,,,,,
4108,,,,,,,,,,,,Eve of Destruction,,,,,,,,,,,,,,,,,,
4109,,,,,,,,,,,,,,,Catch a Fire,,,,,,,,,,,,,,,
4110,,,,,,,,,,,,,,,,,,,Happily N'Ever After 2: Snow White Another Bite @ the Apple,,,,,,,,,,,
4111,,,,,,,,,,,,,,,,The Nutty Professor,,,,,,,,,,,,,,
4112,,,,She's So Lovely,,,,,,,,,,,,,,,,,,,,,,,,,,
4113,,,,,,,,The Desert Trail,,,,,,,,,,,,,,,,,,,,,,
4114,,,,,,,,,,,,,,,Attack of the Killer Tomatoes,,,,,,,,,,,,,,,
4115,,,,,,,,,,,,,,,,,,,,,,,,The Green Mile,,,,,,
4116,,,,,,,,,,,,,,,Joe's Apartment,,,,,,,,,,,,,,,
4117,,,,,,,,,,Capitalism: A Love Story,,,,,,,,,,,,,,,,,,,,
4118,,,,,,,,,,,,,,,The Myth,,,,,,,,,,,,,,,
4119,,,,,,,,,,,,,,Blackboard Jungle,,,,,,,,,,,,,,,,
4120,,,,King of Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,
4121,,,,,,,,,,,,,,,,,,,Under the Same Moon,,,,,,,,,,,
4122,,,,,,,,,,,,,,,,,,,,The Cookout,,,,,,,,,,
4123,,,,,,,,,,,,,,,,,,,,,,,,Harlem Nights,,,,,,
4124,,,,,,,,,,,,,,,The Gate II: Trespassers,,,,,,,,,,,,,,,
4125,,,,,,,,,,,,,,Soul Man,,,,,,,,,,,,,,,,
4126,,,,,,,,,,,,,,,Into the Sun,,,,,,,,,,,,,,,
4127,,,,,,,,,Sonny,,,,,,,,,,,,,,,,,,,,,
4128,,,,,,,,,,,,The Matrix,,,,,,,,,,,,,,,,,,
4129,,,,,,,,,,,,,The Wolfman,,,,,,,,,,,,,,,,,
4130,,,,,,,,,,,,,,Gross Anatomy,,,,,,,,,,,,,,,,
4131,,,,,,,,,,,,,,,A Goofy Movie,,,,,,,,,,,,,,,
4132,,,,,,,The Seventh Sign,,,,,,,,,,,,,,,,,,,,,,,
4133,,,,,,,,,,,,,,,,,,,The Boy Who Could Fly,,,,,,,,,,,
4134,,,,,,,,,,,,,,,,,,,,,,,,,,The Vanishing,,,,
4135,,,,,,,,,,,,,,,The Ruins,,,,,,,,,,,,,,,
4136,,,,Heart is...,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,,,,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,
4138,,,,,,,,,,,,,,,,,,,Jumper,,,,,,,,,,,
4139,,,,,,The Pride and the Passion,,,,,,,,,,,,,,,,,,,,,,,,
4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Aviator,
4141,,Underworld: Evolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4142,,,,,,,,,,,,,,,,,,,,,Hardball,,,,,,,,,
4143,,,,,,,,,Over Her Dead Body,,,,,,,,,,,,,,,,,,,,,
4144,,,,From a Whisper to a Scream,,,,,,,,,,,,,,,,,,,,,,,,,,
4145,,,,,,,,,,,,,,,,,,,,,,,,,,,Guarding Tess,,,
4146,,,,,,,,,,,,,,,Land of the Pharaohs,,,,,,,,,,,,,,,
4147,,,Harmony,,,,,,,,,,,,,,,,,,,,,,,,,,,
4148,,,,,,,,,,,,The Ice Pirates,,,,,,,,,,,,,,,,,,
4149,,,,,,,,,,,,,,,,,,,,,,,,,,,,Must Love Dogs,,
4150,Tropic Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4151,,,,,,,,,,,,Earth vs. the Flying Saucers,,,,,,,,,,,,,,,,,,
4152,,,,,,,,,,,,The Day the Earth Stood Still,,,,,,,,,,,,,,,,,,
4153,,,,,,,,,The Break-Up,,,,,,,,,,,,,,,,,,,,,
4154,,,,,,,,,,,,,,,,,,,Cujo,,,,,,,,,,,
4155,,,,,,,,,,,,,,,,,27 Dresses,,,,,,,,,,,,,
4156,,,,,,,,Bustin' Loose,,,,,,,,,,,,,,,,,,,,,,
4157,,,,,,,,,,,,,,,The Crimson Rivers,,,,,,,,,,,,,,,
4158,,,,,,,,,,,,,,,The Red Balloon,,,,,,,,,,,,,,,
4159,,,,Hannah and Her Sisters,,,,,,,,,,,,,,,,,,,,,,,,,,
4160,,,,,,,,,,,,,,,,,,,The Money Pit,,,,,,,,,,,
4161,,,,Under the bombs,,,,,,,,,,,,,,,,,,,,,,,,,,
4162,,,,,,,,,,,,,,,,,,,,,,,,The Perfect Host,,,,,,
4163,,,,,,,,,,,,,,High School Musical 3: Senior Year,,,,,,,,,,,,,,,,
4164,,,,Art School Confidential,,,,,,,,,,,,,,,,,,,,,,,,,,
4165,,,,,,,,,,,,,,,Sidekicks,,,,,,,,,,,,,,,
4166,,,,,,,,,,,,,,,,,,,,Four Christmases,,,,,,,,,,
4167,,,,,,,,,Vertigo,,,,,,,,,,,,,,,,,,,,,
4168,,Twilight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4169,,,,,,,,,,,,,,,Jeopardy,,,,,,,,,,,,,,,
4170,,,,,,,,,,,,,,,,,,,,,,,,,,,Run,,,
4171,,,,,,,,,,,,,,,,,,,,,,,,,The Negotiator,,,,,
4172,,,,,,,,,Paper Man,,,,,,,,,,,,,,,,,,,,,
4173,,,,,,,,,,,,,,,Arctic Tale,,,,,,,,,,,,,,,
4174,,,,,,,,,,,,,,,,,,,,,,,,The Mod Squad,,,,,,
4175,,,,,,,,Blackbeard's Ghost,,,,,,,,,,,,,,,,,,,,,,
4176,,,,La Cage aux Folles,,,,,,,,,,,,,,,,,,,,,,,,,,
4177,,,,,,,,,,,,,,,,,,,,,,,,,,,The Thief,,,
4178,,,,,,,,,,,,,,,Chairman of the Board,,,,,,,,,,,,,,,
4179,,,,,,,,,,,,,,,Garfield: A Tail of Two Kitties,,,,,,,,,,,,,,,
4180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Space Cowboys,
4181,,,,,,,,,,,,,,,,,,,,,,,,Death Wish II,,,,,,
4182,,,,,,,,,Mr. & Mrs. Smith,,,,,,,,,,,,,,,,,,,,,
4183,,,,,,,,,,,,,,,The Swan Princess,,,,,,,,,,,,,,,
4184,,,,,,,,,,,,,,,,,,,Mixed Nuts,,,,,,,,,,,
4185,,,,,,,,,,,,,,,,,,,A Guide for the Married Man,,,,,,,,,,,
4186,,,,,,,,,,,,,,,The Muppets Take Manhattan,,,,,,,,,,,,,,,
4187,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Dredd,,,
4188,,,,,,,,,,,,,,,,,,,Serious Moonlight,,,,,,,,,,,
4189,,,,,,,,,,,,,,,The Three Burials of Melquiades Estrada,,,,,,,,,,,,,,,
4190,,,,Belle Époque,,,,,,,,,,,,,,,,,,,,,,,,,,
4191,,,,,,Catch-22,,,,,,,,,,,,,,,,,,,,,,,,
4192,,,,,,,,,,,,,,,Christopher Columbus: The Discovery,,,,,,,,,,,,,,,
4193,,,,,,,,,,,,,,,,,,,,,,Dr. No,,,,,,,,
4194,,,Dirty Dancing,,,,,,,,,,,,,,,,,,,,,,,,,,,
4195,,,,,,,,,,,,,,,,,,,,,,,Silverado,,,,,,,
4196,,,,,,,,,,,,,,,,,Haunted Honeymoon,,,,,,,,,,,,,
4197,,,,,,Night People,,,,,,,,,,,,,,,,,,,,,,,,
4198,,,,,,,,,,,,,,,Bad Dreams,,,,,,,,,,,,,,,
4199,,,,Machuca,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,,,,,,,,,,,,,,,,,,,,,,,,,,,Smokey and the Bandit Part 3,,,
4201,,,,,,,,,,,,,,,Two Brothers,,,,,,,,,,,,,,,
4202,,,,Broken City,,,,,,,,,,,,,,,,,,,,,,,,,,
4203,,,,,,,,,,,,,,,King Kong,,,,,,,,,,,,,,,
4204,,,,,,,,,,,,,,,The Jungle Book 2,,,,,,,,,,,,,,,
4205,,,,Take This Waltz,,,,,,,,,,,,,,,,,,,,,,,,,,
4206,,,,44 Inch Chest,,,,,,,,,,,,,,,,,,,,,,,,,,
4207,,,,,,,,,,,,,,,,,,,,,,,,,,,The Contractor,,,
4208,,,,Oxford Blues,,,,,,,,,,,,,,,,,,,,,,,,,,
4209,,,,,,,,,,,,,,,Simpatico,,,,,,,,,,,,,,,
4210,,,,,,,,,,,,,,,,,,,,,,,,,,,Smokey and the Bandit,,,
4211,,,,,,,,,,,,,,,,,,,,,,,,Kindergarten Cop,,,,,,
4212,,,,,,,,,,,,,,,Dragon Hunters,,,,,,,,,,,,,,,
4213,,,,,,,,,,,,,,,,,,,,,,Tomorrow Never Dies,,,,,,,,
4214,,,,,Like Mike,,,,,,,,,,,,,,,,,,,,,,,,,
4215,,,,,,,,,,,,,,,Beauty Shop,,,,,,,,,,,,,,,
4216,,,,,,,,,,,,,,,A Bloody Aria,,,,,,,,,,,,,,,
4217,,,,,,,,,,,,Until the End of the World,,,,,,,,,,,,,,,,,,
4218,,,,,,,,,,,,,,Summer School,,,,,,,,,,,,,,,,
4219,,,,,,,,,,,,,Watchmen,,,,,,,,,,,,,,,,,
4220,,,,,,,,,Mysterious Skin,,,,,,,,,,,,,,,,,,,,,
4221,,,,,,,,,,,,,,,,,,,The Dead Zone,,,,,,,,,,,
4222,,,,,,,,,,,,,,,,,,,,The Descendants,,,,,,,,,,
4223,,,,,,,,,,,,,,,Rang,,,,,,,,,,,,,,,
4224,,,,,,,,,,,,,,,RoboCop 2,,,,,,,,,,,,,,,
4225,,,,,,,,,,,,,,,,,,,,Brothers,,,,,,,,,,
4226,,,,,,,,,,,,,,,,,The House of Mirth,,,,,,,,,,,,,
4227,,,,Next Stop Wonderland,,,,,,,,,,,,,,,,,,,,,,,,,,
4228,,,,,,,,,,,,,,,Aladdin,,,,,,,,,,,,,,,
4229,,,,,,,,,,,,,,,Hidalgo,,,,,,,,,,,,,,,
4230,,,,,,,,,,,,,,,,,,,,,,,,The Girl Who Kicked the Hornets' Nest,,,,,,
4231,,,,,,,,,,,,,,,The Spirit,,,,,,,,,,,,,,,
4232,,,,,,,,,,,,,,,Star Wars Episode I: The Phantom Menace,,,,,,,,,,,,,,,
4233,,,,,,,,,Extreme Movie,,,,,,,,,,,,,,,,,,,,,
4234,,,,Playing God,,,,,,,,,,,,,,,,,,,,,,,,,,
4235,,,,,,,,,,,,,,,Repo! the Genetic Opera,,,,,,,,,,,,,,,
4236,,,,,,,,,,,,,,Hope Floats,,,,,,,,,,,,,,,,
4237,,,,,,,,,,,,,,,,,,,Wolf,,,,,,,,,,,
4238,,,,,,,,,,,,,,,,,,,,,,,Tremors,,,,,,,
4239,,,,,,,,,,,,,,,Twin Town,,,,,,,,,,,,,,,
4240,,,,,,,,,,,,,,The Art of Getting By,,,,,,,,,,,,,,,,
4241,,,,,,Force 10 from Navarone,,,,,,,,,,,,,,,,,,,,,,,,
4242,,,,,,,,,,,,,,,,,,,The Night Listener,,,,,,,,,,,
4243,,,,,,,,,,,,,,,Jeepers Creepers,,,,,,,,,,,,,,,
4244,,,,,,,,,,,,,,,,,,,Don't Look Back,,,,,,,,,,,
4245,,,,,,,,,,,,,,,,,Sundance and the Kid,,,,,,,,,,,,,
4246,,,,,Gamer,,,,,,,,,,,,,,,,,,,,,,,,,
4247,,,,,,,,,,,,,,,Igor,,,,,,,,,,,,,,,
4248,,,,,,,,,,,,,,,,,,,,The Beaver,,,,,,,,,,
4249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damnation Alley,
4250,,Moon Child,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4251,,,,,,,,,,,,Queen of Blood,,,,,,,,,,,,,,,,,,
4252,,,,,,,,,,,,,,,,,,,,,,,,The Player,,,,,,
4253,,,,Rich And Famous,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,,,,,,,,,,,,,,,,,,,Psycho II,,,,,,,,,,,
4255,,,,,,,,,,,,,,,,,,,,,,,,,,True Romance,,,,
4256,,,,,,,,,,,,Men in Black 3,,,,,,,,,,,,,,,,,,
4257,,,,,,,,,,,,,,,Camp Nowhere,,,,,,,,,,,,,,,
4258,,,,,The Art of Seduction,,,,,,,,,,,,,,,,,,,,,,,,,
4259,,,,,,,,,,,,,,,,,,,Bubble,,,,,,,,,,,
4260,,,,,,,,,,,,What Planet Are You From?,,,,,,,,,,,,,,,,,,
4261,,,,,,,,,,,,,,,Surf Ninjas,,,,,,,,,,,,,,,
4262,,,,,,,,,,,,Battle Beyond the Stars,,,,,,,,,,,,,,,,,,
4263,,,,,,,,,,,,,Vibes,,,,,,,,,,,,,,,,,
4264,,Dylan Dog: Dead of Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,,,,,,,,,,,,,,,,,,,Fred Claus,,,,,,,,,,,
4266,,,,,,,,,,,,,,,,,,,,Trapped,,,,,,,,,,
4267,,,,,,,,,,,,,,,,,,,Very Bad Things,,,,,,,,,,,
4268,,,,,,,,,,,,,,,My Favorite Year,,,,,,,,,,,,,,,
4269,,,,,,,,,,,,,,,Superhero!,,,,,,,,,,,,,,,
4270,,,,,,,,,,,,,,,K2,,,,,,,,,,,,,,,
4271,,,,,,,,,,,,,,,,,,,,,,,,Partners,,,,,,
4272,,,,,,,,,,,,,,,Duplicity,,,,,,,,,,,,,,,
4273,,,,,,,,,,,,,,,,,,,,,,,,The Bone Collector,,,,,,
4274,,,,,,,,,"Yours, Mine and Ours",,,,,,,,,,,,,,,,,,,,,
4275,,,,,,Attack Force Z,,,,,,,,,,,,,,,,,,,,,,,,
4276,,,,"Corrina, Corrina",,,,,,,,,,,,,,,,,,,,,,,,,,
4277,,,,,,,,,Only the Lonely,,,,,,,,,,,,,,,,,,,,,
4278,,,,,,,,,,,,,,,,,,,East is East,,,,,,,,,,,
4279,,,,,,,,,,,,,,,,,,,The Tree of Life,,,,,,,,,,,
4280,,,,,,,,The Long Voyage Home,,,,,,,,,,,,,,,,,,,,,,
4281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Baader Meinhof Complex,
4282,,,,,,,,,,,,,,,Ghost Rider: Spirit of Vengeance,,,,,,,,,,,,,,,
4283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blood Alley,
4284,,,,,,,,,,,,,,,The Substitute,,,,,,,,,,,,,,,
4285,,,,,,,,,,,,,,,,,,,Black Christmas,,,,,,,,,,,
4286,,,,,,,,,,,,,,Carrie,,,,,,,,,,,,,,,,
4287,,,,,,,,,,,,,,,,,,,,,,,El Dorado,,,,,,,
4288,,,,,,Distant Drums,,,,,,,,,,,,,,,,,,,,,,,,
4289,,,,,,,,,,,,,,,Ironclad,,,,,,,,,,,,,,,
4290,,,,,Rounders,,,,,,,,,,,,,,,,,,,,,,,,,
4291,,,,,,,,,,,,,,,Leprechaun 2,,,,,,,,,,,,,,,
4292,,,,,,,,,,,,,,,,,,,,,,,,,,Miami Vice,,,,
4293,,,,,,,,,,,,,,,Immortals,,,,,,,,,,,,,,,
4294,,,,,,Texas Rangers,,,,,,,,,,,,,,,,,,,,,,,,
4295,,,,,,,,,,,,,,,,,,,,,,,,The Rich Man's Wife,,,,,,
4296,,,,,Police Academy: Mission to Moscow,,,,,,,,,,,,,,,,,,,,,,,,,
4297,,From Dusk Till Dawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,,,,,,,,,,,,,,,Selena,,,,,,,,,,,,,,,
4299,,,,Dark Horse,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,,,,,,,,,Wanderlust,,,,,,,,,,,,,,,,,,,,,
4301,,,,,,,,,Hide and Seek,,,,,,,,,,,,,,,,,,,,,
4302,,,,,,,,,,,,,,,,,,,,,,,,Wise Guys,,,,,,
4303,,,,,,,,,,,,,,,Ace in the Hole,,,,,,,,,,,,,,,
4304,,,,,,The Last Frontier,,,,,,,,,,,,,,,,,,,,,,,,
4305,,,,,,,,,Me Myself I,,,,,,,,,,,,,,,,,,,,,
4306,,,,,,,,,,,,,,,,,,,,,,,,The Long Goodbye,,,,,,
4307,,,,,,,,,Nothing in Common,,,,,,,,,,,,,,,,,,,,,
4308,,,,,,,,,,,,,,The Chocolate War,,,,,,,,,,,,,,,,
4309,,,,,,,,,,,,,,,Puccini for Beginners,,,,,,,,,,,,,,,
4310,,,,,,,,,,,,Suburban Commando,,,,,,,,,,,,,,,,,,
4311,,,,,,,,,,,,,,,,,,,,,,,,,,Cheech & Chong's Up in Smoke,,,,
4312,,,,,,,,,,,,,,,Benji,,,,,,,,,,,,,,,
4313,,,,Rambling Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
4314,,,,Class Action,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,,,,Montevideo: Taste of a Dream,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,,,,,,,,,,,,,,,Run for the Sun,,,,,,,,,,,,,,,
4317,Police Academy 6: City Under Siege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318,,,,,,,,,,,,,,,,,,,Unaccompanied Minors,,,,,,,,,,,
4319,,,,,,,,,,,,,,,,,,,,,,,,Eye of the Beholder,,,,,,
4320,,,,An Awfully Big Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,
4321,,,,,,,,,,,,,,,Legend of the Guardians: The Owls of Ga'Hoole,,,,,,,,,,,,,,,
4322,,,,,,,,,Seeking a Friend for the End of the World,,,,,,,,,,,,,,,,,,,,,
4323,,,,,,,,,,,,,,,,,,,,,,,Westward the Women,,,,,,,
4324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Losers,
4325,,,,,,,,,Office Space,,,,,,,,,,,,,,,,,,,,,
4326,,,,,,,,,,,,,,,,,,,,,,,,Affair in Trinidad,,,,,,
4327,,,,,,,,,,,,,,,,,,,,,,,,Suspect,,,,,,
4328,,,,,,Saints and Soldiers,,,,,,,,,,,,,,,,,,,,,,,,
4329,,,,,,,,,A Man and a Woman,,,,,,,,,,,,,,,,,,,,,
4330,,,,,,,,,,,,Men in Black II,,,,,,,,,,,,,,,,,,
4331,,,,,,,,,,,,,,,"No Retreat, No Surrender",,,,,,,,,,,,,,,
4332,,,,,,,,,,,,,,,Ghost Dog: The Way of the Samurai,,,,,,,,,,,,,,,
4333,,,,,,,,,,,,,,,,,,,,,Bad News Bears,,,,,,,,,
4334,,,,,,Dark Blue World,,,,,,,,,,,,,,,,,,,,,,,,
4335,,,,,,,,,,,,,,,Salsa,,,,,,,,,,,,,,,
4336,,,,,,,,,,,,,,Crossing Over,,,,,,,,,,,,,,,,
4337,,,,,,,,,,,,,,,Dragonball Evolution,,,,,,,,,,,,,,,
4338,,,Anne of Green Gables,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339,,,,,,,,,,,,,,,,,,,,I Am Sam,,,,,,,,,,
4340,,,,,,,,,I Now Pronounce You Chuck and Larry,,,,,,,,,,,,,,,,,,,,,
4341,,,,,,,,,,,,Aliens,,,,,,,,,,,,,,,,,,
4342,,,,,,,,,,,,,Contagion,,,,,,,,,,,,,,,,,
4343,,,,,,,,,*batteries not included,,,,,,,,,,,,,,,,,,,,,
4344,,,,An Angel at My Table,,,,,,,,,,,,,,,,,,,,,,,,,,
4345,,,,,,,,,,,,,,,,,,,The Grudge 2,,,,,,,,,,,
4346,,,,,,,,,,,,,,,Fireproof,,,,,,,,,,,,,,,
4347,,,,,,,,,,,,,,,,,,,Halloween 5: The Revenge of Michael Myers,,,,,,,,,,,
4348,,,,,,,,,,,,,,,,,,,,,,,,,,,Obsession,,,
4349,,,,Girl in Progress,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,,,,,,,,,,,,,,,The First Power,,,,,,,,,,,,,,,
4351,,,,,,,,,Y tu mamá también,,,,,,,,,,,,,,,,,,,,,
4352,,,,,,,,,,,,,,,Mumford,,,,,,,,,,,,,,,
4353,,,,,,,,,,,,,,,Showgirls,,,,,,,,,,,,,,,
4354,,,,,,,,,,,,,,,,,,,,,,,,Miami Blues,,,,,,
4355,,,,,,,,,,,,,,,,,,,,,,,,,,Requiem for a Dream,,,,
4356,,,,"Yesterday, Today, and Tomorrow",,,,,,,,,,,,,,,,,,,,,,,,,,
4357,,,,,,,,,,,,,,Bad Teacher,,,,,,,,,,,,,,,,
4358,,,,,,,,,,,,,,,A Blood Pledge,,,,,,,,,,,,,,,
4359,,,,,,,,,Crimes of Passion,,,,,,,,,,,,,,,,,,,,,
4360,,,,,,,,,,,,,,,,,,,,,,,,,,"Truth or Consequences, N.M.",,,,
4361,,,,,,,,,,,,,,,Kolpaçino,,,,,,,,,,,,,,,
4362,,,,,,,,,,,,,,,,,,,Second Best,,,,,,,,,,,
4363,,,,,,,Flywheel,,,,,,,,,,,,,,,,,,,,,,,
4364,,,,,,,,,,,,,,,,,,,,,,,Tombstone,,,,,,,
4365,,,,,,,,,All Over Me,,,,,,,,,,,,,,,,,,,,,
4366,Flash Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4367,,,,,,,,The Driver,,,,,,,,,,,,,,,,,,,,,,
4368,,,,,,,,,,,,,,,,,,,,,,,,,,,All the Pretty Horses,,,
4369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live Free or Die Hard,
4370,,,,,,,,,,,,,Blindness,,,,,,,,,,,,,,,,,
4371,,,,,,,,,,,,,,,,,,,,,,,,,,,Police Academy,,,
4372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Ward
4373,,,,,,,,,,,,,,,,,,,Wristcutters: A Love Story,,,,,,,,,,,
4374,,,,,,,,,,,,,,,The Muppet Movie,,,,,,,,,,,,,,,
4375,,,,The Joy Luck Club,,,,,,,,,,,,,,,,,,,,,,,,,,
4376,,,,,,,,,,,,,,,,,,,"Come Back, Little Sheba",,,,,,,,,,,
4377,,,,,,,,,,,,,,The Blue Angel,,,,,,,,,,,,,,,,
4378,,,,,,,,,,,,,,,,,,,,,,,,Outland,,,,,,
4379,,,,,,,,,,,,,,,Madagascar: Escape 2 Africa,,,,,,,,,,,,,,,
4380,,,,,,,,,,,,,,,Cast Away,,,,,,,,,,,,,,,
4381,,,,Gandhi,,,,,,,,,,,,,,,,,,,,,,,,,,
4382,,,,,,,,,,,,,,Dream a Little Dream,,,,,,,,,,,,,,,,
4383,,,,,,,,The International,,,,,,,,,,,,,,,,,,,,,,
4384,,,,,,,,,,,,Predators,,,,,,,,,,,,,,,,,,
4385,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxi 2,,,
4386,,,,,,,,,,,,,,,,,,,Wrong Turn,,,,,,,,,,,
4387,,,,,,The Undefeated,,,,,,,,,,,,,,,,,,,,,,,,
4388,,,,,,,,,,,,,,,Outrage!,,,,,,,,,,,,,,,
4389,,,,,,,,,,,,,,,Legend,,,,,,,,,,,,,,,
4390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under Siege 2: Dark Territory,
4391,,,,,,,,,,,,,They,,,,,,,,,,,,,,,,,
4392,,,,,,,,,,,,,,,,,,,,,,,The Gunfighter,,,,,,,
4393,,,,,,,,,,,,,,,The Crush,,,,,,,,,,,,,,,
4394,,,,,,,,,,,,,,,,,,,,,,,,Barbershop,,,,,,
4395,,,,,,Good Guys Wear Black,,,,,,,,,,,,,,,,,,,,,,,,
4396,,,,,,,,,The Savages,,,,,,,,,,,,,,,,,,,,,
4397,,,,,,,,,,,,,,,,,,,Abandon,,,,,,,,,,,
4398,,,,,,,Rock & Rule,,,,,,,,,,,,,,,,,,,,,,,
4399,,,,,,,,,,,,,,,,,,,,,,,,Blue Steel,,,,,,
